OnlineOrderID,CustomerID,OrderDate,ShippingMethod,TotalAmount,OrderStatus,RowHash
4340,2796,2023-07-11,Express,926.02,Returned,dbb5eed5e42f341528f3e50e2c5a0fc43f7f02e9b8b2878a165510114b8a7066
4341,4174,2023-10-18,Standard,962.83,Delivered,d49a123176925b3843c24bd36d33ef1dd54e78fe3f90f231982d3f7537af6ad2
4342,173,2024-09-28,Express,969.11,Shipped,42d05f81a334db28806466fe6d8916d16f8fdba5a9c8f19e05bd52e021b39495
4343,3626,2023-12-22,Standard,584.29,Returned,c016ebf1c861a1dba7a214a7436d1fc1878cdcfe7e5e1a308f9503ed34416252
4344,796,2024-11-30,Express,132.21,Pending,4378f6d8552c440e183b22bd933c159439db32c103cc612efcb94da68a8a97dc
4345,2463,2024-10-05,Click & Collect,818.08,Pending,09bef158d8c5ca80bf53ff18e19bad4194411e78643e5fcb4c55aa2d7ccca48b
4346,4763,2024-11-22,Click & Collect,463.6,Pending,450bffd5811f746b183bb8ecd9fe797246a5064d40ec0f68ebba66992af5caa0
4347,1949,2024-03-05,Express,967.16,Delivered,1dbe7d80c60851a31cbcafe3bb42ac732291fef36f1c9c1f18cb58f15b03e297
4348,2639,2023-08-28,Standard,295.14,Delivered,ef4a1dffeeba2f29f6a3b66cebd4cd1865dfef0c1cd00cabf55f63de1d17b7dc
4349,4205,2025-04-10,Click & Collect,536.09,Pending,537c4c907009cb661452b9e715ed05cff6e6bf4783c162868b37fb3195773433
4350,1778,2023-08-13,Express,397.45,Delivered,d65fc7bcfc1212c1340085e00017b9cbd018400f97cc36b05afb10d93a00e8ae
4351,3590,2023-07-23,Click & Collect,932.76,Shipped,c1450d25acaa153e3394ef516fd8ae79e25bb5e4f224caff9a0b2d1e0d5d1e65
4352,2619,2025-01-17,Click & Collect,997.46,Returned,61932469a6cb236b63b2cd6a29ca1b7e86d0d08dbcc66c8e54fec78fc24da2d3
4353,3860,2025-03-23,Express,576.88,Returned,62b6252a8ee40bc9a39b07eb28fb23d2849bc3bf4a86d262dda2b432836850b4
4354,610,2024-10-28,Standard,668.62,Shipped,4c85afae8bf1ad4e61392851ce5e82a516372b659478d4a8f094600f9515c4ea
4355,2552,2024-05-10,Click & Collect,754.04,Returned,a151a6f1069eedf1d2ad178922a3aa932eee19a471eac86ee3eb746d5fac3023
4356,2971,2024-05-11,Standard,295.54,Delivered,6e60a63e1560ef3350304b9c403c883c87c04b4ed4bc10a44e420b5e44130483
4357,2572,2023-05-16,Express,973.73,Delivered,5fd6bf043280163ff35292d018db939975d775156ed7940cbaf60e4222cb6e45
4358,855,2024-07-28,Express,902.57,Delivered,5f2a22c54014d34ea4bb6069b30032db9939fc0bf852462d66fd82de679be23f
4359,1037,2024-05-20,Standard,730.61,Shipped,0c1e3957d089dab1f82a21ceae00fb9c0975ff9ca4fdc7833efe8eb7404e7f4e
4360,4416,2024-02-07,Click & Collect,185.25,Pending,4f5ed2a88b4040e6b2f5e18e24bc2a7af6aff4108ff0d24bfd59ffc683f44ba5
4361,210,2023-05-29,Express,101.66,Returned,701cce01f85eaadcb159767b99f57c6a4a0bbad086d30444fb86170cc6507e36
4362,3311,2024-11-11,Click & Collect,427.67,Pending,07af5bc2a2b3400ff90046984abf298e90766bd0c6f7b6b43c940b4c7b26c1b8
4363,2061,2023-05-13,Express,535.93,Delivered,1018a9092b446df6cd8b0a29c9e1bb551a4d53f7170dda9a91be7cb185f1d4dd
4364,28,2023-07-09,Express,774.36,Delivered,7208a7010a5816ffd1112155d7fb2f7273e24b6fd95e873e37c0287bb24b817a
4365,2106,2023-06-26,Express,919.12,Pending,984c13a3470bae1fdce12e53435cf04d650b31b8132bf00dd7662aecf1e3bb4e
4366,1986,2023-07-05,Click & Collect,503.75,Delivered,9e4aca32bfd90b52fc1ae758f07a4d59e9999bb5372c317bd3577512ab67ec41
4367,1886,2023-05-31,Click & Collect,128.06,Returned,a6eeda44b44f6e403b239d7fcf95a965fb1266f67c9543cb1dd7f1deae7b7361
4368,4656,2023-07-11,Express,284.77,Shipped,261d4c80fbc4dc2b62a980edf60e88398a968729657b726838078c62e2354456
4369,3516,2024-10-12,Click & Collect,885.03,Delivered,86817ee321a64bf3e202cec0d17e222c15e40978428bbe08acd0e52880dd31e8
4370,1449,2024-10-11,Click & Collect,269.36,Delivered,ae89f9880332663203188e169cf64e60df3621d33ab230a901dadad166da9bd0
4371,3051,2025-04-10,Express,174.28,Shipped,4b83b1b5d481b259074e270ae57489118e1bde493f4207769dd31fb344ea3f56
4372,3928,2024-12-03,Click & Collect,718.62,Shipped,5610681ffbb8285f68c22c0c5e91c1084eb88cf8bd5ffeb3e6f02852003c753d
4373,494,2025-01-14,Express,554.03,Pending,9e6bcd927913b98eeca4e334dfa5037658854b8bf4d16e6d1488e2b77a206ae4
4374,206,2023-09-14,Express,54.18,Delivered,2e023d7e224152b92047922b6a7feae35d965a2cad9221d1afc42c9974e7f79f
4375,3584,2025-04-18,Click & Collect,702.13,Shipped,c4608df0ee2f804da070fdff0c8a6149c806119208b14bfdd8d39e346653de0f
4376,133,2024-01-08,Click & Collect,846.35,Shipped,b609c0ed9e0ef2debafccfed6c51264afc40a01822548f028906c80ae487c603
4377,851,2025-04-09,Click & Collect,334.41,Delivered,95b0ae50e5cc810ad8e5058cac75498febc2fd7ebe0e9b194a597b0227f7f4ab
4378,672,2023-08-26,Click & Collect,792.81,Delivered,4b4ff46fbf8f41e6b2a391805d6a86ac2281942e4ce88a8d559839d25a068871
4379,2037,2025-02-05,Standard,608.3,Delivered,27806dfa1da2bba6ae7d87f147c4d7724f290806393edd297b575ebc31a2b2b2
4380,1381,2024-02-27,Express,324.2,Returned,c5388eb88deb9757b3719bf5c6b6d790ea80cb79040e9d15789274365f1a1776
4381,1131,2023-05-21,Standard,474.88,Delivered,051b4485b4f999aa139e84709d27f5ae2b4c594cee38d8f598222218e092f216
4382,4452,2024-04-29,Express,321.49,Delivered,84a9e72aba623daffdbfb5662afbb0b5a27feb8903e8bd181745a6061c909053
4383,3803,2023-07-22,Click & Collect,690.41,Delivered,dc05f8c7888ec1f7002df4026aef28a2820e83d2c4f787fec9c14b4f5f6c6e76
4384,2154,2023-05-12,Standard,93.59,Returned,f8903790de25880d5200329e5b93f9e88889cf968ddca3fb8bfdaceebfed8227
4385,3584,2024-10-23,Express,239.78,Shipped,76bc1d7a3aa821cdb6473dbe4650332938eb1637b1ac4febb72117cdb14ad270
4386,2814,2023-08-02,Click & Collect,216.61,Returned,e126bd9e3c12f3d63a45b2a836e83731aaa81068e0f802bfa2155c1441b6bd04
4387,4419,2024-10-22,Express,58.61,Shipped,6dfe8f08a32788503e40a3f1bd7dc62968de767613d8be6d4e0ad9fdfd36adb6
4388,684,2024-10-31,Express,610.76,Returned,09ba6cbb24346272d8354becaf457e32780dfe3bc3e7b85aba6e6a70d04a7f03
4389,4680,2023-05-15,Express,475.46,Pending,5f7ebfc21b0f9e574624a668dbe11f597f951bc604c38c8ed8ebfa55ea5d9876
4390,2993,2024-08-31,Express,910.72,Delivered,4fa4a88b3fb1b766ab76f9c66197e1b31fa5e149b26030189971db9a9a24bfc2
4391,374,2024-08-28,Express,298.85,Delivered,2e0d42d28fc1e959f61cbc414cac0f2c22f8da84369308fad42359588ec7b4c5
4392,1666,2024-09-14,Express,282.1,Pending,c7e7d04e1a156ba1fe874910fb3e87bf2c6a0bf5f6243956cb749eb2ac9d1816
4393,3603,2025-04-12,Express,255.55,Shipped,c3bd5ee190c36fae7b61a4338e752a3cc2bc6fda48b50181d5327ff975d3812e
4394,925,2024-02-16,Express,377.67,Delivered,7e0e60b97ee8f05c49102ee396c199bce65bacca7ee0dae4daf3163a2723473d
4395,2788,2023-07-09,Standard,380.02,Pending,98b529ec34eb36adf1db37367de0fd878772fbf58545f01c855de865b579eee0
4396,1607,2023-12-07,Standard,690.6,Pending,9e006a0326a2bf7bc3f65ee6d868a13613633100cc4e6e926a575ba6c9ef7fc7
4397,1545,2024-02-07,Click & Collect,198.83,Delivered,8e492efe83cdab059a6a5226cbaa983cc0ac8fb722da063c74a0c0819c39fd6b
4398,1436,2023-10-06,Click & Collect,298.8,Delivered,addde5d049f1f682367159c6bb51c3572537cc040cdefedb8d894d01acbd972c
4399,1651,2024-05-13,Standard,303.71,Delivered,d269373c593d23f044e01e7a4365fae48ae5b119cbf6eed1db9c1c47936194d5
4400,720,2024-01-07,Standard,611.87,Pending,c3893766dad6bb1f4bc62e8e0cd0a26eb0b123444d17c958b0dce440bdc925cc
4401,1934,2024-04-13,Click & Collect,55.98,Pending,a0eb4430788ce3957108013bdf8ca9f5cb7eb92d7691f241c9a3c1befb4b5ac5
4402,1494,2024-07-21,Click & Collect,591.66,Delivered,b103f61f58fa6d32324a6d6f2846085a21f55a492208826e4638231d379b4413
4403,4285,2024-04-21,Click & Collect,277.63,Returned,677b4cf86edcaa08269ee1d2457377da86be781479aeca39252a190e82fb8195
4404,4446,2023-07-25,Click & Collect,235.45,Pending,833d49545f07973c8205e8d0be1a73b63df31f9f73b9f55c8601049d3cdd379e
4405,4557,2024-06-22,Express,352.15,Returned,368ea69063ef3ec2892755774340224e2b90a61d1db980db03b5db12bbcaafca
4406,4119,2025-05-09,Standard,299.49,Shipped,70d5296df990b23d80137e7d51612e2b6a2f483f1ac6b3d88da6ca52ddee7d47
4407,2770,2023-08-29,Express,725.44,Returned,94f2d7dbf3d8313ee405e2141764a2c131ee5355beec5d9fe45ca8f290de4847
4408,4262,2023-11-17,Click & Collect,316.65,Pending,48f1fe15224ad9fccba7548f41c0e95deb03c4036d8ac509617023d7580291ff
4409,2903,2024-05-30,Standard,526.01,Pending,89dac8c348b4880d8f3ace0245fb370e65108c973c4e4ac1cb867213a003ea0b
4410,4458,2023-11-27,Standard,509.83,Returned,b4f250a8cfc677af3fe32cba9c1402534ac681009add30cef0975c9a5c38e059
4411,3891,2023-07-03,Click & Collect,161.28,Delivered,24f7bd4b83437ddf41abd818f7037a831810c082a0b03ba36af3105f816bb817
4412,4837,2024-01-09,Standard,594.04,Pending,badb9f77c9844545d72d26ceb2ce20c2fb49c0d80f0dfa7ac33fc0a2f67fa1cc
4413,3388,2023-07-21,Click & Collect,716.57,Shipped,f6e1ad3bc14164e96e5398fad3b7e9b4d0d792c9319e52aecb7a9d85955512ba
4414,845,2025-01-07,Standard,715.07,Delivered,5b3ea2cf07c321c47fd53ab181b52bb2f577652a23941c040e8f04e4bdae5d40
4415,3710,2024-09-16,Click & Collect,630.39,Returned,657d45e9d09381acabccdc2c5e137e0b2236384bc0ef1a7017cc3fa9028228ad
4416,4805,2024-01-04,Click & Collect,653.83,Returned,571b978753610a532e95e599385d918f602d4c4bba23e183b061209d60c92044
4417,3426,2023-11-04,Standard,910.55,Shipped,93895fa01f85d7aced8a3c282590fcf9820136707b0a7f38c3605c615033f657
4418,4897,2024-09-20,Click & Collect,125.83,Shipped,21568cf12fae4735ecd5b1813b8fa8c6b5690da5c2340586afb394d2c5e261b7
4419,3578,2024-10-22,Standard,860.19,Delivered,6c9724221033c49388707cb37b8066138dfe8993dcc691bc133ea78e97ac521d
4420,340,2023-10-09,Click & Collect,581.04,Delivered,6874362edfca37c1269cc88022708ce2a1519a60affe000c78f23fe5cbe0b841
4421,385,2024-11-26,Click & Collect,543.1,Pending,616f0b018c4a830e5f6a4e4e91dd7d7a11d4386e52967777f4bb9cdcec67a92e
4422,4801,2025-01-07,Standard,297.7,Delivered,9faa9f3a25e049f213a99ffe7944745901ec06c43b0f2663a85061367ce122f8
4423,4778,2024-01-08,Express,464.76,Returned,df3a993e568280fe7d5727e9f44bd2ede798ee7f98c437f9560404080a6f3f47
4424,2172,2024-04-21,Express,397.6,Pending,5e668b5026fcdef60d316d4e05189fc4f570277c79023aa0a5e9767fe307a5f2
4425,475,2024-10-08,Standard,325.02,Pending,616f696e6db77b97aaacefce9937a96cb41868b82faffecaf892261b5e5e47bc
4426,4206,2024-10-07,Standard,405.79,Returned,4ddac5923cf438a46405a32f43a22f3244d64c3c6c4d48d639bfc18ab4e5d1a6
4427,3492,2023-09-06,Click & Collect,690.71,Shipped,1564e7e4fd84e54ca81f4ca409f899c8683c377c4292d2dee7c0a5262373b098
4428,2232,2024-02-20,Standard,658.36,Shipped,a856aec6de38bfae8c937a1072b61025badea54d1812f39461d4b8cf4817a3d1
4429,4124,2023-07-14,Standard,45.41,Returned,685c4c8f62d88684349a08ca1ae42fd6d3312914793eadbacc1d7dee7887ffa3
4430,1316,2024-03-29,Click & Collect,429.27,Shipped,0309bbd58892006249474d5895bdcf40e35106863c3b9857015ab3c297e29329
4431,4341,2023-09-23,Standard,336.13,Pending,e9a86fec04e4f1dfb6f650df8bc0536ccc91ce4be5c94973c8eaa20f3bd98b33
4432,763,2024-03-14,Standard,448.04,Delivered,24a542f84e83b389c38ce081bdbb12bcdd26f9c2fea75f7ddfd1dd3144145c0a
4433,2584,2024-11-04,Click & Collect,398.82,Shipped,6b74377956f5e986cbbeb2d35118eed5017e9fb03ec72971ab6830f2895530f0
4434,3007,2024-11-01,Standard,503.76,Shipped,b2fc18618e5077162369ab4abb887779cf853f38a54ee4f5b9f6d7c7c6cdf96e
4435,2112,2024-02-15,Express,156.65,Shipped,98704742d0570c912d4cd9d6de3c70fe5195368ea60603baf3257fad5237bf0c
4436,3882,2024-03-18,Click & Collect,420.98,Pending,ebe73f3f94c1ca5f6ecea327170ab24461510c1c0bdc86df9c8ba444df7fccc7
4437,3073,2024-06-01,Standard,620.27,Delivered,6bbd849e2983138108773ff42ab9a9a3b3a4faddbfb2116d9794a6cc2cd4b930
4438,4126,2023-06-18,Express,482.22,Returned,b15a13624bdde17f556b7dbb956e2bdb65f073e633e00c489631937cd26644b9
4439,1615,2024-10-17,Click & Collect,316.45,Delivered,47fb5051436a9616484695d8b02cd5b4f640f705c974633de8b781dad7a84016
4440,668,2024-05-14,Express,122.13,Delivered,633f2b622d7465d3227e0d68dd711156c50fcb6b10b09d458b387ceb72a077b4
4441,2344,2024-02-11,Click & Collect,582.37,Returned,accb3828e1dc6a741f91f5322108b780cdd5cb9c715313bbeb88f59d026a7bcb
4442,2121,2023-11-14,Express,161.11,Delivered,c409d951991a08aba5b226b2b135e9e49c1bf6877bf50510e83e1385dac07808
4443,4760,2024-12-25,Express,153.53,Pending,adf0d49082e13e3adb2ee718c7c367e43923d034e5011d0300cede4948514b34
4444,3529,2024-07-24,Standard,686.1,Shipped,5ee8c67957a50ed6c1638f6f8a773dc5c91fed59c8d11f56da30ed86481ff70c
4445,4356,2023-10-17,Standard,744.72,Shipped,993daaf8fdee2e1345145b24043627f7c4c8b108268e8c7d97234d41ddf16b78
4446,554,2023-12-28,Standard,45.49,Pending,88332940723f5b793627a900d8ccb05338e3d661ffb0ee5609680c061a88d219
4447,3460,2023-08-17,Click & Collect,792.86,Shipped,abafb560931afbb42ba059ed95b518ce73e22c233baf9b3de57e720b3d33cf4d
4448,3256,2025-03-21,Standard,297.93,Shipped,8805ed62078358ae7f77686f0d4776a1ad68dee3feb72b277481be4a5ac4e622
4449,557,2024-06-30,Express,996.8,Returned,0bede932bf4fbb26565d1c2eaa180a815725d601fe55a9ee47c7114abef95b25
4450,3583,2025-03-23,Click & Collect,68.48,Pending,09a8357c21c1fe78f81fb98bf774528eaaa55f70acc3c6b2f3e7ae6b5fc33c03
4451,361,2024-03-24,Express,725.6,Pending,9e28ed89064cf7c6d0aa1a7623829dcf81ca6dd899f218641a3655db6e2e44ca
4452,1931,2024-10-14,Click & Collect,70.35,Delivered,c96fab424be3225008a314e0fad0bc603b14f82ad194d1ce3409a9ab3371c5e3
4453,2050,2025-04-24,Express,660.94,Returned,63e46913988366eeef4ef2eb927aa7ef6ff4e8560e2e2bfc6c8454e5c0f8afa7
4454,2279,2023-08-29,Standard,819.43,Pending,a0abbdb2dc47e7d7b7cb456715c0c69d58f91d8ce4f8d0a8df6892da83e9451d
4455,4676,2024-10-09,Standard,827.51,Shipped,6a058166f28f2ee465fbb6c4925da82fc875e586555e79f399508268e3bd9ef6
4456,2283,2023-07-03,Express,369.93,Shipped,ed26a103919fb016e2194fca875df86377c86fcd48c275b911ee8a830e3e0972
4457,2240,2025-01-29,Click & Collect,482.69,Shipped,91480bca18caf710f65c46f8b95b12f97394f85803d98959e6ca01ec81dfb75e
4458,2940,2023-07-22,Click & Collect,273.29,Shipped,7a4960202665737f09f60add1b96c6bc34d95f4b0bed4d0eb48698bdb7c1ffdd
4459,330,2025-03-13,Express,695.7,Shipped,24885f7722b392238a447d5904a547349330cfd5fe03a77ab6f8cc4434ef9be7
4460,789,2023-10-24,Click & Collect,117.6,Returned,ef967f2424eca9171c0bd276f51033395e1db140144c3bd074bb909adde14df6
4461,4673,2024-08-25,Express,244.52,Returned,e2866be4c45088556581ceba5facecd304ebd383f853839d0ebbcc13aaad1346
4462,3504,2024-11-15,Express,422.93,Delivered,769a26dec68d4394c7d13cab761fdca14e65c8400c8123acab5d04eedd76fdb9
4463,2409,2024-08-31,Standard,218.55,Pending,5de6f6506916840f0bf905637709e201bc6447c609018374eb87b4656b0878e8
4464,2577,2025-01-29,Click & Collect,694.19,Returned,cd5290aca5ff2ab67ccdc08753145ab97bb521f21bfd69259079358e47000f8a
4465,2995,2023-06-14,Click & Collect,453.79,Pending,3ec880b615cea3835a4866968041637fb13d7b6f42f658adb779681a103da6ee
4466,3184,2023-08-02,Standard,783.17,Shipped,d2eb39b9b39f08546698477c2ac89d83ed9221cbdcd1c7cc7bed8ae3f5a26210
4467,4358,2024-12-01,Express,201.97,Pending,f302703bfba7ad473d7488decd1e23d39a46f72ee93e85af3f83f13532973dac
4468,350,2023-07-01,Click & Collect,691.98,Returned,ec22836312e605a92de6115311852b0048422e8c280639f84c58598cffe6e124
4469,1005,2024-01-04,Express,676.79,Pending,82dca21cb08ef49ef1d3f684c0c00ddc2bcd7275541a893782ff0d4136cba325
4470,526,2023-10-22,Standard,270.28,Delivered,0ba1c79b46c4133245c181769c66b7d84d32a7339383e05535ebd27221ff886e
4471,3542,2024-07-26,Standard,916.66,Shipped,aea1f5dd95711c834c3b058788d2a489a0f146e5db8325274baeb3d5cb3e703a
4472,2176,2024-11-15,Standard,190.52,Delivered,8d8770b89305d25cd96b2354a4549f929a682beaafa055211554650f78753daf
4473,4791,2024-08-08,Express,778.92,Pending,d55fa6836bdf285a03daff92b55ba561beb73b6c0faed0f4776091401a89ded8
4474,3439,2025-02-15,Standard,458.51,Delivered,914b9ec8cba9e7962e64464d09be68dad29a5ffae333c3ccb9a999afb0704b87
4475,2144,2024-02-28,Express,640.14,Delivered,847bb1e2afd4a08ec7eb14e300280810cadc0f03c1ffc4fccad96d0245f62a89
4476,2215,2023-10-04,Express,902.88,Delivered,037c726c71c83ab76f26ad4a1447c46821326c923ef2da586ca179066dedf85f
4477,3499,2025-01-11,Standard,313.63,Returned,321bde72039d7e6f22da0bd2fbb8f8dce440262e5dfd1ccd8ff585a1a2c36d99
4478,3952,2025-01-26,Click & Collect,525.89,Pending,af7cf08600f70ea8332476e2c8bd80babfcb9ee7489b2d79afa3d431e5f04c0f
4479,1880,2023-10-17,Click & Collect,773.18,Returned,9929b28285e79fa7eee6b0b89165a1f57ea8435d206bbfb0ffb04b5f56be0487
4480,4240,2023-11-26,Standard,629.92,Pending,d07b6141b8b499282e8e33caefd493095124fb7ae8413a0566699b19a68a2062
4481,4355,2024-12-03,Click & Collect,568.13,Shipped,dbed24bc821a360159373b67063d271ec3da35f43a6cddfc1a289b2d9313f568
4482,3410,2025-04-17,Express,465.14,Pending,929288cb5f307968663e2bac4dd62299982a29bd28244b733e253dfb982cf990
4483,2391,2024-06-13,Standard,531.77,Pending,d36399a6273cc00f4e93dda4bd7521afea1d1de9df4bd0e87b4fea46549cd6f3
4484,2242,2023-09-29,Click & Collect,792.54,Delivered,c161727c6d8e395123643bc326f464899e8176f8d2b677c407d3162029b4f935
4485,1839,2023-11-10,Standard,830.67,Returned,82a22c72b5d3c16bab55dec8aa2fcc6ec52c4dbdc0376c557404237445c7f116
4486,591,2024-12-28,Express,602.96,Shipped,8a0f2258d409cd26e37ddb62108a5c4e2c8fd1058d7663478464e42c0fc1960b
4487,806,2024-07-23,Express,588.83,Pending,f3d90f9aff02b2c820515ec8d762ed6da0f506350a4c4b6a98859a749a87df57
4488,2523,2025-04-08,Express,850.1,Delivered,96c3acfa2644f1afbe38bbb5714ae3a6aa8719fd1cb07e376982341f9f605a7c
4489,4303,2024-10-22,Express,257.63,Delivered,df360abb0ec12a54d07689ad174719522d6fd1a6bd954a6a40914dfc3e6232c6
4490,1366,2024-12-10,Click & Collect,482.05,Shipped,e24af77130e11245ffc47fe522b8aad8f3670921a63b5105221b02d9e0814a1a
4491,3069,2025-01-29,Express,512.51,Returned,2998b97cf01c3a8309c7b5b5aa5cbae90277b75ff896525d89c7c8785ea3c1f5
4492,4535,2023-12-18,Click & Collect,398.66,Delivered,9a0c156a8c2259ca9b7668aa767cde7644f932d3d28918f43116a88495ed5a87
4493,1623,2024-07-29,Express,825.63,Pending,ce5896c794f50efa81dc0ed3b54ec0f0c7728b3c84353bf4515b799e84915e80
4494,1291,2023-06-06,Standard,147.87,Pending,89ec7fb25d71389a843f79d59bae8ee34110cb7f9e060f52db2ff0cd67913e38
4495,4607,2023-12-26,Click & Collect,108.22,Shipped,f682c55d2b38e844f6dc5e07caa3d51dc96d9e051b6e42ecf0f0201923a600cc
4496,4420,2024-07-07,Express,97.13,Pending,bd129279a6fe35b66364d95182582aed8e7b0780b3ac3a8b666448430760366e
4497,4645,2024-12-04,Standard,99.35,Returned,26be7f771ed010be5a674f4a23b7fa2024902e4a6a477d5c78949c39599b2d55
4498,4029,2023-12-29,Express,222.16,Delivered,258e6e5a1431e32b8ab2d7cb821894fcf308993b849d033f195f33d8b2878b93
4499,1167,2023-06-28,Click & Collect,965.83,Returned,278f73633848b6da4e873b523af6523b84f13965dfbc3e5ed8caba392961d5ad
4500,675,2024-01-10,Express,339.63,Returned,bd36a351b3299a5d7d4bcc2fea6b5bfa22372f3fa9bb32819ba7b8b5a7749e38
4501,3000,2023-08-04,Click & Collect,924.82,Pending,9794d28f303842b9768ee7d0b92035d456ac1d83d30d2b5f199d910cd8b8ac52
4502,195,2024-01-21,Express,82.3,Delivered,418e50b4bdce475e54761ba7a484e92feede55e30fc09469d8a913fa7c2608c9
4503,2318,2023-05-13,Standard,309.7,Shipped,76704634533bd88746acbd303736839f43ceafab732bfc31dc29908c429af448
4504,3291,2024-06-12,Express,63.16,Shipped,16947316978d26e2a5e58dfb9910cea03d2f46136e915a041a3b5061ad781aef
4505,1062,2024-07-29,Express,64.82,Returned,51fb6190034971ad6bc597d9098cc50a03985bba0f07efb72083cee79648a6fe
4506,2211,2023-11-29,Express,789.83,Returned,6ff913ae14e19bc2b615d85d18261b1f301d8356713bb2c227a35dde8e49b7aa
4507,4430,2024-03-22,Express,214.84,Pending,bf70cd74cf94bf5ff89a373ba3e6047f90779881e33420d0f2382b435c4ea860
4508,4380,2024-11-17,Click & Collect,77.57,Pending,75d7cce278dd410288f69170879db16f2e085c62548bbb7bf2a7823b81ab462b
4509,2418,2024-11-04,Click & Collect,610.14,Returned,c16f9973c9ce9eb1e32231abe5c06534c0c2271557b5f8de2647e8e55f62469f
4510,3989,2025-01-16,Express,930.27,Returned,5eac031dd9a6372d989ba6149e471e315f4fa497295374958f7bf53474634b6e
4511,3582,2023-09-19,Click & Collect,645.26,Shipped,668ebdb38404c5a08287edd6a6087f9b7e272993d9f10d675681a19fc5ce0c8d
4512,2120,2023-10-12,Standard,919.28,Returned,3d6f0ca8e56b5731cb1a3b1eca9e595faab2b345b35752632fe8f635b6bfc1f6
4513,2106,2025-02-25,Standard,843.6,Pending,c40629620e0c55bc0b4f63dc1ff387b277500190406358f1324192235198998b
4514,282,2024-03-09,Click & Collect,492.99,Delivered,91583a54fba231366e9301a66c09172d6074cb3ccd009b882520cabc51447e90
4515,2614,2023-09-24,Express,747.77,Shipped,26f98ce644e89b7ae78bbaa396bd81a1a364ebf8b5153f4b4841bcd4d0daf01c
4516,440,2024-10-13,Express,504.64,Shipped,9d85f046e5bb84411aa1988c7549442cfdeedae03f44a45f81967a0b90912766
4517,1071,2023-12-19,Standard,755.37,Shipped,8bb2d325cbe0c22ffc6845ffd2d8b680f3b20d266ab10ec9c004e4d2fc8a96de
4518,2938,2024-08-13,Express,266.03,Pending,9660c55d432092e38dd1fdc0e7cfd279f645cc6cdf555f60fefc22a953315c34
4519,4714,2024-03-05,Click & Collect,652.68,Returned,acf3bcb7dad4db2a41017907e29e346319cd12d77e826e17a947f0de738dbfc3
4520,642,2024-09-22,Express,281.77,Pending,65079d43b3d4fe28983165314d0feee16a8192611036f9dfe58776be9f7b0b16
4521,1662,2024-09-13,Express,748.05,Pending,0ae4f40339b5aa7a1ae55faa0e757c1967a59bf41d6a00ebd0d16be9435fc4db
4522,1728,2024-08-15,Express,701.9,Delivered,48bf50f865640871f8f30cd2d4bfab58d2d9e1ac5b2cddcf08ca069105bb545d
4523,4112,2025-02-05,Click & Collect,819.85,Pending,800b8751677d9bb66f9bccb253148b0a01514eca4a5f7f324d94c0cf69f28e2e
4524,1688,2024-07-27,Click & Collect,447.81,Delivered,57c3b8f6f76056167b4abf06bb60cbf04d4061ed674b2e6206365d655d5d81d2
4525,2476,2025-04-24,Standard,198.62,Delivered,2aff7c98d36631fd9b455e1e651c3c5a4d0085bd7834e75d850d4ce328047b40
4526,1559,2024-07-30,Express,306.0,Delivered,4f3b045367a2bc7b1fdb0517151f0d088b66690a7c1fc736774ac96e8339416c
4527,4082,2024-11-06,Express,669.4,Delivered,6a9ded32eb2c2b69776768ce3ff5b7cc8fc67992d3627930b04ec53cf49ae62c
4528,4410,2024-12-30,Standard,462.27,Returned,6bd9848d65f83dfabf07fb920a7a07b118f1a7595fd0e3aac753dfafbf6e5f69
4529,3377,2025-03-31,Express,662.49,Delivered,3a7c649bfbf8cc2efd1c7ab68e3dc54222e4cd30897a69b9762a44ed081eb7cb
4530,4860,2023-08-18,Express,230.54,Shipped,402917fe62c0a1954775648eeb55e36a84ddbe9510d2ad8e57780ead8918d932
4531,4411,2023-09-15,Express,566.21,Delivered,99d3c229d9095a2ac828e936493dabb4919e87886bfc96053b1548066fdd6168
4532,2870,2024-11-11,Express,378.76,Shipped,fb8a7409083c81710d5761fcb8dae6935636baeb03b3de53222bfa2ddd4d5a0e
4533,4170,2024-10-08,Click & Collect,747.54,Delivered,3e8b1837526873dd54fbf5f3352328cf85459121fcc62140204c7a063925e220
4534,3187,2024-05-01,Standard,79.72,Delivered,07cf9836afe7de694be95358b9fee4db6633cabac8032d8f606e68649b08510c
4535,1000,2025-01-22,Standard,842.58,Shipped,22e6d2eb8ab84d07518c8e74ef74d70b217871c1f05c8b0b74a995762236d86e
4536,2150,2024-12-06,Standard,84.92,Returned,c6d73ab45d30887907752d0101fb32c2faa79b5c667f2474cb9ecf12637c6259
4537,4634,2023-12-08,Express,54.62,Shipped,a5cc92ab35ba391923d2df58d4d6612748ee93a0a4c207570c96bd5a207581ca
4538,4258,2023-11-04,Express,90.03,Shipped,f835f8aebe75235aedfee4c0dec9a3c619164291c5c09e4127f9e6be0e4e3b18
4539,1981,2024-02-07,Standard,582.06,Pending,f45d807016ffba3b980a2b8cc6386bc94ad3aa9938ea672fa5f457a1fdd1ddab
4540,1320,2024-05-26,Express,611.6,Delivered,1ecc35e28a08ea040d6231bb835545bf5ab58d6c019bdbe17f771949b4a8f301
4541,319,2023-10-29,Express,799.8,Returned,6bfc925d7a675411f7a0561c9c4ea8f606c989455891091c460333fc336c9ddd
