ChannelID,ChannelType,ChannelName,Description,StartDate,EndDate,RowHash
3857,store,Store Campaign 52,In-store promotions and flyers,2024-03-02,2025-05-11,f4ecf5f3ce1d7db4f5b4d3f03e45e1e5d42ce4100009baa3ab4d30a0dabd1cc9
3858,TV,Tv Campaign 4,National and local TV ads,2023-08-16,2025-05-11,423571f9309d26b499aece5b5023d6dfe17b94d82d0e435b5c19122d1b054ee6
3859,vendor,Vendor Campaign 66,External vendor partnerships,2024-05-01,2025-05-11,e7e350467f65e4dba97d29b64af17bc3454b51d9bfc14ae73778179e12ae99fb
3860,vendor,Vendor Campaign 66,External vendor partnerships,2023-06-04,2025-05-11,169a25a3c09779070900c0b24187ac290502befcc4230ef3a9448c9f8377b4a6
3861,TV,Tv Campaign 58,National and local TV ads,2023-06-18,2025-05-11,198367a787c58ac94bb00a909c98c4608c84c528ce61ba7a9d4193ec576bda49
3862,store,Store Campaign 72,In-store promotions and flyers,2022-08-28,2025-05-11,e35d254d1879dca3b8c59374063c681b25491f2c6ba8b6746888d2dabc95c642
3863,billboard,Billboard Campaign 25,Outdoor billboard advertisements,2024-03-26,2025-05-11,0cea03405b1f377c98ae27d3c97f459e7105c030b1b1a17235977f8440fcf741
3864,social media,Social media Campaign 3,"Instagram, TikTok, and Facebook campaigns",2023-11-23,2025-05-11,2c6680fe138d60ae8080177bf0787c5e5300b40ed77701ab4cf49d011413725a
3865,social media,Social media Campaign 77,"Instagram, TikTok, and Facebook campaigns",2023-08-18,2025-05-11,b004a5e7d6eada50047ecda3c17e773e6f4ddf458867de9b3861779bbc3eebf1
3866,store,Store Campaign 88,In-store promotions and flyers,2023-06-02,2025-05-11,a18d0ab3532f9b1104b9094e7952735aa47021d118f735021a95ed53b4f11ca2
3867,billboard,Billboard Campaign 84,Outdoor billboard advertisements,2022-11-29,2025-05-11,8605ce5b7f17de467222010d3b23ff6d6d376622b55fb6f59dc81d91a0c55e32
3868,billboard,Billboard Campaign 55,Outdoor billboard advertisements,2024-03-28,2025-05-11,c7077d64830f7dbeef8e8ac224392f880de1dc348db660593501116e05192850
3869,store,Store Campaign 57,In-store promotions and flyers,2023-08-19,2025-05-11,6f3ad9574703334ee12bb599b45031b9be3803a37e95cde1c3dc6c142a3ece22
3870,TV,Tv Campaign 23,National and local TV ads,2022-10-07,2025-05-11,82e6a85bf803105281d619d4b618f028d76479a2863c3cfb14d61bca6c323307
3871,store,Store Campaign 38,In-store promotions and flyers,2023-05-21,2025-05-11,db2af5d33a983c99194db5802832e7ff4323cdb2a1e0fbcb3fb71443c301c08b
3872,store,Store Campaign 72,In-store promotions and flyers,2022-06-17,2025-05-11,bc0b6569e4b3092b45cf694e147a49c4c50bb2c71ef4c2384998a2ace1eff3e6
3873,social media,Social media Campaign 52,"Instagram, TikTok, and Facebook campaigns",2023-06-23,2025-05-11,b3ecb9374988b83d5b679725c733d424ddd14d2db8f38571947180f9be76684a
3874,vendor,Vendor Campaign 91,External vendor partnerships,2024-03-01,2025-05-11,8e1dd0c076552a6989b24ac8924b48cdf7ec0ff334a9b5e3e66ff31468cddb9d
3875,website,Website Campaign 86,Company official website banners,2022-12-14,2025-05-11,17a45c1c6bc143d2d1fd11def15353de30f42a8aaf1c2d02924afcbae9fa1b5c
3876,store,Store Campaign 67,In-store promotions and flyers,2022-06-13,2025-05-11,258166a6cbd78052d3aaf73a3dee4b24c3202a8478df141e298534eb25b85057
3877,vendor,Vendor Campaign 26,External vendor partnerships,2024-04-29,2025-05-11,4d053d629d87174d01a57dd5d44efdb9be037efa0f33c0214a94446d543de77f
3878,social media,Social media Campaign 89,"Instagram, TikTok, and Facebook campaigns",2023-01-27,2025-05-11,69df56a1fb8bcdbf934e6927db52d9e60d478cf77c539357fb37e1e378c172cc
3879,website,Website Campaign 93,Company official website banners,2023-10-17,2025-05-11,857b31ce57434e5ecfb29a1e95ca302952712894db4dbd7da3ee13e0ddc377c2
3880,email,Email Campaign 15,Newsletter and promotional emails,2022-09-11,2025-05-11,32b40d611092839aef22de0ede7fec06bc51c931b317bb3fb7b3b1fbebbadc7d
3881,TV,Tv Campaign 98,National and local TV ads,2022-09-06,2025-05-11,926e53ff1bd7cfad36993bc60d1fc68294c099f8368f7ed5b79c50658882df33
3882,email,Email Campaign 3,Newsletter and promotional emails,2024-02-12,2025-05-11,db77be6f12525ddb71ec76e8ae7719cf4116b6ba443ccb5581a2184d3cdedb7a
3883,TV,Tv Campaign 56,National and local TV ads,2022-07-13,2025-05-11,f68f7eb801cc256807ea9e7044dc972d92f56174b3fdb6808987a41649dee22d
3884,website,Website Campaign 3,Company official website banners,2023-11-22,2025-05-11,a0652ca91e7f2e510f75d9b9f5cd8740f4e8b56490d8fd757ff9460fbd0d5810
3885,billboard,Billboard Campaign 2,Outdoor billboard advertisements,2023-03-12,2025-05-11,31037088ac702f6a90654c449e1860e215b6a63b99823331acee615c23aaf044
3886,email,Email Campaign 56,Newsletter and promotional emails,2023-11-24,2025-05-11,1602c9e35ef99901fa708034fe5cfc03918bafc2f51e318eeaf20eeeb328dbc7
3887,vendor,Vendor Campaign 6,External vendor partnerships,2024-05-06,2025-05-11,2c4ddbe4fc457e375b0fd8a0259eabdca1036aee6a7529bd87e792e97d758630
3888,store,Store Campaign 18,In-store promotions and flyers,2022-05-26,2025-05-11,b7a6c10ebf41ac66206d5daf169b25d1e873ed473b1d4c73f30e21849a1f1165
3889,email,Email Campaign 91,Newsletter and promotional emails,2023-04-14,2025-05-11,7eae2c1ce389c48dadbd6ccb41157add85840df8a0c1373e06ad3c5ad6a1a360
3890,billboard,Billboard Campaign 69,Outdoor billboard advertisements,2023-11-08,2025-05-11,786eb1f8a1075fab3bb81a94c00ef746506753133d7b5f1acb731015be240480
3891,website,Website Campaign 39,Company official website banners,2024-01-14,2025-05-11,79f60b9afded8e3e20c238b941aeaaf63c04e1a04d7a1015b4f700e03c0c2507
3892,website,Website Campaign 66,Company official website banners,2023-10-05,2025-05-11,16cc6258b7a015f9904c17a9a7e4a9eb1c6771deee7575b7e3f20bf12d559ff9
3893,social media,Social media Campaign 90,"Instagram, TikTok, and Facebook campaigns",2022-09-05,2025-05-11,97c2b245188c66b6e0e3811c2ca50bf1516a63422700ed966bfbdedebb9a32d7
3894,email,Email Campaign 35,Newsletter and promotional emails,2023-09-20,2025-05-11,2a8a29e5dba66c89974a4d9f554d85002fa0a534796044b0fdbc6d3a408a6bf3
3895,vendor,Vendor Campaign 15,External vendor partnerships,2023-11-09,2025-05-11,9aa46b9b69c36adcf70ce24c75850424a6c9f4cde82cc0ac3efc4b38a84677f9
3896,referral,Referral Campaign 68,Customer referral program,2022-07-02,2025-05-11,c6347e6ca7e8cd46133c09633f8be0b8c1a8d7e0cf4c950bb860914a79dfed09
3897,email,Email Campaign 9,Newsletter and promotional emails,2022-11-16,2025-05-11,77869b6e9e3c350cceffcd88aa0f11c6bd14a760d67083c58f599ede2a678f39
3898,billboard,Billboard Campaign 61,Outdoor billboard advertisements,2022-06-05,2025-05-11,f0ab003829809ac7156dbfe44f2fc082248a500317b7f2343e523257b0dfef79
3899,TV,Tv Campaign 1,National and local TV ads,2023-06-30,2025-05-11,74511a91c80e54f335921aef85d8838bbc054cace2ef6129c3d56d82b47301c0
3900,social media,Social media Campaign 56,"Instagram, TikTok, and Facebook campaigns",2023-12-02,2025-05-11,9da0891fdd38a35aa2e3cef35f3bba19e8185fce7b215ca855c4215028702db4
3901,social media,Social media Campaign 83,"Instagram, TikTok, and Facebook campaigns",2023-07-04,2025-05-11,4651c1c43d78bca59861347c2f01b3f3527d01aed34e545a8fe7a8015ffa9a0f
3902,social media,Social media Campaign 8,"Instagram, TikTok, and Facebook campaigns",2022-09-05,2025-05-11,014dbdc3ba5afc1971c840db864c3239fddbad47a34838380c28a30dc6c4a980
3903,website,Website Campaign 64,Company official website banners,2022-08-24,2025-05-11,92ecd5ec308e4073c4b4ff7bd2e8ef6c6fbba6b7fc313f473f665523b96fad34
3904,email,Email Campaign 83,Newsletter and promotional emails,2023-02-24,2025-05-11,8b0bb10996f6329babfedf35b011d3841739ab8c183598fc45e2c727eb1ae1e4
3905,email,Email Campaign 65,Newsletter and promotional emails,2024-04-05,2025-05-11,b7ffe3f816ad0a72a7e009936c070ef7755c258b9c8e663675d744014dcf43fd
3906,email,Email Campaign 94,Newsletter and promotional emails,2023-11-12,2025-05-11,5bd6710f927eb0d0351b7d80a6a235aeccc0e1946fe575ab810856c9cdb95a3c
3907,vendor,Vendor Campaign 28,External vendor partnerships,2023-11-26,2025-05-11,0023a4f215a1ce767aac4cd8314d41556f2d12d991c688bd47b1f40f33ca2557
3908,email,Email Campaign 19,Newsletter and promotional emails,2024-05-04,2025-05-11,43d33ff06de1184e823605671f0b65dee4485cfed6516a0a3013d9579262df3e
3909,referral,Referral Campaign 100,Customer referral program,2022-11-08,2025-05-11,001759e0374f75b64a555744dab94fef4e7f4eecab70b4e228b1b27a8a1a0655
3910,vendor,Vendor Campaign 100,External vendor partnerships,2024-04-10,2025-05-11,eb1c58b75dac38ecb61374ddb0d20f6335566db006a29b676add62ada6a72370
3911,social media,Social media Campaign 78,"Instagram, TikTok, and Facebook campaigns",2023-04-04,2025-05-11,24ca24e73460ea2636b915ab4ce7c23f65ab202cf7351a73fb5fdd19c4741a07
3912,referral,Referral Campaign 17,Customer referral program,2022-06-30,2025-05-11,5e5f86731dfe78a6d53e09c59f924169b86c9ba2fac5a2d675c91cdc7713a6bb
3913,TV,Tv Campaign 85,National and local TV ads,2023-10-23,2025-05-11,cb56cb02e54fea6e679cc584d181db44e4f60763e3b230d693723af1c53d8b16
3914,vendor,Vendor Campaign 69,External vendor partnerships,2024-04-20,2025-05-11,cab7234b412fdbe38720ee365023cd6a98c0a70d467ff4d6f30dd2fcd153d8ff
3915,website,Website Campaign 41,Company official website banners,2022-08-02,2025-05-11,74d426de639d332070d2e37c7c8940a65d802bc2d0b9a1fdae894b833eef295e
3916,store,Store Campaign 31,In-store promotions and flyers,2023-02-19,2025-05-11,b404dc702d8e00866a0eff757d3e5bfe00d3f120d1ac4a70aa05c0aac4fa05c5
3917,TV,Tv Campaign 81,National and local TV ads,2023-06-05,2025-05-11,55acab8d9413165984e556948ff37574a260a2cf980b6da4403c040ffd6a680e
3918,social media,Social media Campaign 58,"Instagram, TikTok, and Facebook campaigns",2023-02-05,2025-05-11,51b72760ad672b6f806e0a59d71bf11d80b2f31baa331ddc784363e83ede9c73
3919,store,Store Campaign 54,In-store promotions and flyers,2022-08-12,2025-05-11,2c6d6cfee587f161057e675eed74c29324fb7c9b122374f72046cb99b4f475d2
3920,vendor,Vendor Campaign 73,External vendor partnerships,2022-11-15,2025-05-11,8b27fb42dae845b2ada9b2a7474573718dcb204a24e027c4ff5dc1f94d4c3a6a
3921,vendor,Vendor Campaign 94,External vendor partnerships,2024-04-01,2025-05-11,c6a76f5c7aa0c34bd26ccb68237b0de62ab730725d732e3c08b62d63afa980d2
3922,store,Store Campaign 57,In-store promotions and flyers,2023-04-17,2025-05-11,6a0b6bb8b725b425406302fdc0d35b4ced7a1784a0c6264221ea6cd99dc39205
3923,store,Store Campaign 18,In-store promotions and flyers,2022-09-23,2025-05-11,f050e403e926837fa04367137dd33886813b95c79a2f1d1f0f78c160cfb5cf56
3924,email,Email Campaign 94,Newsletter and promotional emails,2024-02-10,2025-05-11,7a4afbab8877b12521c4facadaadbba6c26d6218c3f4ef5819ca90b9e106663b
3925,email,Email Campaign 48,Newsletter and promotional emails,2022-07-09,2025-05-11,3b922c83fd2a77009e3d9c318a8e020995e997f3859dacf190b29bd5e61e9b53
3926,website,Website Campaign 55,Company official website banners,2022-12-20,2025-05-11,6d0debfff60c37af5d1f6be12fbc2352dc3ab4d1aca5ad79a9bf79ce6c10704a
3927,email,Email Campaign 73,Newsletter and promotional emails,2024-02-02,2025-05-11,3a966707c3d70e32451b797e32876e77382312c4df58c7c3e4bec5dd1146339e
3928,billboard,Billboard Campaign 46,Outdoor billboard advertisements,2023-05-04,2025-05-11,8054e7b0486d69d55299471d0ac8779eacda9f6e90132b1ea5544ca5178ef9f7
3929,store,Store Campaign 64,In-store promotions and flyers,2022-06-01,2025-05-11,7dc3175246f2a4218e6441e67eb116f6847813c4c59c13dd211ed9853ebcfb21
3930,billboard,Billboard Campaign 80,Outdoor billboard advertisements,2023-11-18,2025-05-11,440e4a4eefae29bd95aeaeed2342ad659f8c372b8a54834c2f8a81f4391132a2
3931,TV,Tv Campaign 19,National and local TV ads,2023-07-22,2025-05-11,93378efc58d8467028b3d67ea118f39a8f0df418be7fef51b3f4b406490cf87d
3932,website,Website Campaign 73,Company official website banners,2022-07-06,2025-05-11,8ca7120cc30bf2949b6f3628a79a4f45794909641f09c860f03b82c1e5abcb64
3933,vendor,Vendor Campaign 86,External vendor partnerships,2023-06-02,2025-05-11,c297402f5823ff97d677cbbd65546e0803d669e6834d86c9d9fe89504b5f26d7
3934,vendor,Vendor Campaign 61,External vendor partnerships,2023-03-08,2025-05-11,0d00fb73209d9935a95814931b885c64f05dd71c629715da09e7e91a94a77f64
3935,email,Email Campaign 5,Newsletter and promotional emails,2022-10-25,2025-05-11,9a2c1848489e8312aaeefc1d657468757877f01215de835c8136ac30904189f2
3936,store,Store Campaign 37,In-store promotions and flyers,2024-04-27,2025-05-11,2fdeea6f5dda8c6d202e6f400428bf10b06dfed23f6f358c3341169014f2e003
3937,TV,Tv Campaign 72,National and local TV ads,2024-01-28,2025-05-11,94fe38f4b303cf9f518dfc047ef8e655f13840e53f2563e3eed96c14f4c7b781
3938,email,Email Campaign 88,Newsletter and promotional emails,2023-05-05,2025-05-11,9c5fa404a31586f889169f8b1ef19e976de38c868c990f1878bef321900a5271
3939,store,Store Campaign 40,In-store promotions and flyers,2022-10-16,2025-05-11,1a26c5e3edc19700720b5838dbac495d00f8634d6786e416291ed20671cd65e5
3940,email,Email Campaign 30,Newsletter and promotional emails,2022-08-13,2025-05-11,624f16ceb6dbe1872213f3f204fea67eb550a770b1a98147c3b72cc0ba9aab0c
3941,store,Store Campaign 36,In-store promotions and flyers,2024-04-12,2025-05-11,fe9ced091d6745b59aae10a809f64c983f56043cdcbee63bfa1951bd7111c3b4
3942,vendor,Vendor Campaign 93,External vendor partnerships,2022-12-01,2025-05-11,2fa64eba4895fe637a27720286b2cf8a8bc4a462d954e9f7671559fbb7b3d975
3943,website,Website Campaign 11,Company official website banners,2024-01-23,2025-05-11,a020b6d94263cbb8c5be0b0782bfe733b81eadc0660ff3b91f6edc1219197ed9
3944,social media,Social media Campaign 47,"Instagram, TikTok, and Facebook campaigns",2023-08-04,2025-05-11,886a5c53c5c85bcdcaaff0e18132f5145317026920c7d84ad10ff92cf3fdcb38
3945,store,Store Campaign 89,In-store promotions and flyers,2023-09-14,2025-05-11,cbdef79adc2db757ad4c2f2720fe9a9d02d8e6926de5d4bcd2ddd4da9c877582
3946,website,Website Campaign 90,Company official website banners,2023-02-02,2025-05-11,e414c2002d86ce0d8620fbe055e184b44834c86eb1a9a60c0c55c80932fd533d
3947,vendor,Vendor Campaign 21,External vendor partnerships,2022-06-27,2025-05-11,49e23a84985bc68247fcc36618272d459308b4d938a341bc14f12bb8037f16f1
3948,vendor,Vendor Campaign 31,External vendor partnerships,2022-09-25,2025-05-11,053302b3a1910d2f9a4ba22298037dfa88410ea728e9a4220a8bac4d3d43f72e
3949,TV,Tv Campaign 65,National and local TV ads,2023-09-01,2025-05-11,653f6241bf92ef43447ed7413bd929a595f957d555e134f39e2a49e30ad41456
3950,referral,Referral Campaign 27,Customer referral program,2023-07-01,2025-05-11,8a5a92053e9504a468eb123a37a7319b6659e9b91cf1a3c8431b22241c932af0
3951,social media,Social media Campaign 41,"Instagram, TikTok, and Facebook campaigns",2023-06-22,2025-05-11,f4ef3b9cbc3adb955941986b6bc9dedd89324d4337aa069851b840e9604a62e7
3952,store,Store Campaign 4,In-store promotions and flyers,2023-09-09,2025-05-11,18ddd97c7d13cd75b267e2e23d0cbdc0638226e8d5233d624a2a0bcaad646e4d
3953,TV,Tv Campaign 80,National and local TV ads,2023-01-06,2025-05-11,20bc197c6513e4358c77ce83168baf99e6e9240f3b4b4599a08feec3d9b6178c
3954,store,Store Campaign 26,In-store promotions and flyers,2024-01-31,2025-05-11,7eadbf50ce8af6cc02fcbb71f811ceeb31049d3896636b2a349769ba6bfd70d3
3955,TV,Tv Campaign 41,National and local TV ads,2023-08-31,2025-05-11,a3d096bf276c93627f2f6619c197678f2d4092e5abc90c42b5968b30688139c3
3956,vendor,Vendor Campaign 44,External vendor partnerships,2023-10-17,2025-05-11,4e66ddae637add54198bd68829e736c3b2b0d63c998d15355dcf5f6099b7c6f7
3957,social media,Social media Campaign 73,"Instagram, TikTok, and Facebook campaigns",2023-08-04,2025-05-11,cdac5ff74fef4d10ed3af80f5ab9a75738496e7f4fbe43012fbdf49507be56fa
3958,website,Website Campaign 78,Company official website banners,2023-03-08,2025-05-11,9b5114058a3a5eda04e38f4bf309053c74f2678072c8ba53942e9da9d1cf5d08
3959,website,Website Campaign 11,Company official website banners,2024-04-20,2025-05-11,a9eb153d8aef6bd318ee3995dcc685362d4267fc6321e4658dcb1d4a56c85e05
3960,referral,Referral Campaign 88,Customer referral program,2024-04-12,2025-05-11,083e9eae1b3e3093d56ae6d042d88b2b412bf903bdda8dc537d615fc1af33e01
3961,store,Store Campaign 56,In-store promotions and flyers,2023-03-19,2025-05-11,2d1ab562b72b5c2836bd569ee09fb793586fee92eec5106ad3a701cb05945be1
3962,email,Email Campaign 14,Newsletter and promotional emails,2024-04-28,2025-05-11,0022e1ca40f1557b69bc3a3b6cf57a8a67c6aadcc79630c7ab741601109fbd73
3963,billboard,Billboard Campaign 16,Outdoor billboard advertisements,2022-08-05,2025-05-11,47ab5ee422424653c68b453b58f964e345e7b3f152d9a2f7a9125c1a54c8ad79
3964,vendor,Vendor Campaign 96,External vendor partnerships,2023-04-26,2025-05-11,50fd113cc4498ba294866b12ab9e9007ff5ef6c65a13511b2c2e018a3b046946
3965,billboard,Billboard Campaign 49,Outdoor billboard advertisements,2022-09-04,2025-05-11,244b24d0b0cce87264567a15787a513899fca8cc6b726078b58768e952f1dd01
3966,website,Website Campaign 62,Company official website banners,2023-02-22,2025-05-11,6137a259b785ce7d84c5a47b8f3b5e585c09fd95eeaadfaa17169ae058882845
3967,store,Store Campaign 57,In-store promotions and flyers,2024-02-04,2025-05-11,7d856d46f859870b0b61d90a117c21bbec0131297542a0e270262a6f790a19ae
3968,vendor,Vendor Campaign 13,External vendor partnerships,2022-12-04,2025-05-11,def9f1c2d59cf0505ad2a42c22d1fb0fb313f396bb56ac96c81d7484d2d7845a
3969,website,Website Campaign 65,Company official website banners,2023-09-13,2025-05-11,8683d883c20e67cf98165abb10d52f8f58667f6340d26a4001289241d724e1c9
3970,social media,Social media Campaign 58,"Instagram, TikTok, and Facebook campaigns",2022-09-21,2025-05-11,e393c7f84db9be86405199596bf3027653fb41af17c34c52522eab07f05b53e1
3971,email,Email Campaign 7,Newsletter and promotional emails,2023-06-15,2025-05-11,5227f0c1cda3022ee4fbbc448e690349c214fd5790f12696a0f1c82be5216e29
3972,TV,Tv Campaign 35,National and local TV ads,2023-07-02,2025-05-11,b4eaab45936213d03637901b32056b5a26cc73abb54ab958c00a14848fb409af
3973,TV,Tv Campaign 60,National and local TV ads,2023-05-31,2025-05-11,abf91e2080f6fbb42ef42b5d3e88c9124488b4ef9deaa566a5f86961803c1325
3974,store,Store Campaign 5,In-store promotions and flyers,2024-02-11,2025-05-11,4e0c2af3af6c23983406cd7cfff293d3cbc9d34537eb1614fb7a149a91c2b948
3975,referral,Referral Campaign 40,Customer referral program,2022-05-24,2025-05-11,0a0db8ac529a67e84e2ac0f91edce00118443f2bbaea4eb4a931d4a4b45162dc
3976,vendor,Vendor Campaign 85,External vendor partnerships,2024-04-13,2025-05-11,c04bcb080c002f8d38f6f9636ae568129fc2aa43c290ca5587c49af499749fa6
3977,TV,Tv Campaign 57,National and local TV ads,2022-07-13,2025-05-11,2b541588e75a5ae823aa6f772219b55fee7795b1a2a668d6b65ffafaf94e6f56
3978,referral,Referral Campaign 3,Customer referral program,2023-05-08,2025-05-11,6f00b7c1922fbfe37044a5cd098066e47fdd24c134ab1e14cb5756b2372e4aac
3979,referral,Referral Campaign 55,Customer referral program,2023-02-24,2025-05-11,9c15efabccb32cbfc4af2aa93b03be98dc92f809b69b0b290e36459483e0dda2
3980,referral,Referral Campaign 55,Customer referral program,2024-05-09,2025-05-11,3ecc277768babbbf3cf0bfc6c02e852cc1c55b962c583dc5339d852e5573a16c
3981,social media,Social media Campaign 29,"Instagram, TikTok, and Facebook campaigns",2024-03-30,2025-05-11,6b76222ba196f21933edf9683cffda2f4063db63f89c609e4280605ae8386725
3982,store,Store Campaign 72,In-store promotions and flyers,2023-05-18,2025-05-11,da8a82d24b59f85481998d843470bc105c4f587b48709507f066aea0fa5e3d6f
3983,email,Email Campaign 58,Newsletter and promotional emails,2023-05-31,2025-05-11,a42f57199a6b38ea915dd6b835fd6c18e2218a2d4dc7c96d08119f05814ef122
3984,referral,Referral Campaign 44,Customer referral program,2023-05-15,2025-05-11,c48fdf7583a044faf13b4badd72bc733ea415dfea6417834681e64750fbe4f55
3985,billboard,Billboard Campaign 37,Outdoor billboard advertisements,2022-09-16,2025-05-11,4bc8b2a6419b8833e29f235a3fbc644d0410d81d42e22ea8b96c3398048a80dc
3986,billboard,Billboard Campaign 72,Outdoor billboard advertisements,2022-05-20,2025-05-11,08d8d2ccce9b971bdc982c75f7ffcc98d83df870561893f128cd31c528a4a82b
3987,store,Store Campaign 63,In-store promotions and flyers,2023-01-03,2025-05-11,7639a804e511cec0b38f019f8f0e2ce5bd9c1e96394e8903e8112fe62fc922f9
3988,store,Store Campaign 86,In-store promotions and flyers,2023-08-13,2025-05-11,689f6714e4397ce8fd8b0c7a0349c941f357c62bb35a7df5a19fdce413b744eb
3989,referral,Referral Campaign 65,Customer referral program,2022-12-15,2025-05-11,da4ca10bd8dea8757e30cd978e372a5982ebb62108743c7c462d555d98aa3b90
3990,referral,Referral Campaign 92,Customer referral program,2022-11-30,2025-05-11,f73957d0851e96882bb770f350ff78752e1039df6b0a2ada6c22a650d8b3519f
3991,store,Store Campaign 99,In-store promotions and flyers,2023-01-02,2025-05-11,c07fbe5d942a0700033804909db5c76567651f388b5914823fc5640807b94849
3992,TV,Tv Campaign 2,National and local TV ads,2023-02-15,2025-05-11,b2a8342ef428ab5bea7768553830a5f444f4c01f085413a99d6fd937b38205a8
3993,store,Store Campaign 76,In-store promotions and flyers,2023-12-13,2025-05-11,17e3c52ff0fd04cf1d060fd6fbd7ec819323e54a276bb8396e32efe0d7dc0d03
3994,referral,Referral Campaign 11,Customer referral program,2022-10-04,2025-05-11,1b3ff8c6406bfe23373fc712b5095ec6b52054caf42fadc69b71bbc45be6bb3c
3995,TV,Tv Campaign 82,National and local TV ads,2023-01-09,2025-05-11,60f89768b19a4f925a0896e20f49a864ddf7331cf4a85e37597d6e2e5c697179
3996,social media,Social media Campaign 52,"Instagram, TikTok, and Facebook campaigns",2024-02-15,2025-05-11,7bd0aee2755b4bb603aaf0f85f6596665983d5eb65ec2dc7b5d02f6ba045baf9
3997,social media,Social media Campaign 67,"Instagram, TikTok, and Facebook campaigns",2023-12-22,2025-05-11,7bf8d7bc6bcf13d6855040f700987172381071d6cb0e03981207adc488fbc74e
3998,email,Email Campaign 28,Newsletter and promotional emails,2023-12-29,2025-05-11,f3ee295c46bb0d593e5e829fc2391b44480fc8023928aa7df741ab604aa373b0
3999,vendor,Vendor Campaign 76,External vendor partnerships,2023-11-15,2025-05-11,005ab3b80090c3a538a9adab93e1b4b8b9511efddc1060b702f73e84ab3464f6
4000,website,Website Campaign 61,Company official website banners,2024-05-09,2025-05-11,9e53c9f53621cec3e2da5024b441dedecf38b723e39601b82faa54aa913bb90e
4001,TV,Tv Campaign 63,National and local TV ads,2024-01-16,2025-05-11,92834f8d1846b14228c615864db96b10771793c77d3262772db00ddd981808e6
4002,TV,Tv Campaign 85,National and local TV ads,2023-11-19,2025-05-11,502345a653ae55c769d53e6dadfbcc6c07aef777e94091ea0897059e38ea2746
4003,social media,Social media Campaign 63,"Instagram, TikTok, and Facebook campaigns",2023-03-18,2025-05-11,f649d7e28729621b4f243e0ebed62c26e205af58afa3cb548e218d0f15691685
4004,vendor,Vendor Campaign 14,External vendor partnerships,2022-10-16,2025-05-11,9f637e3823725c9988ffcbbe124ccac7f15cef853b5b7f842257afcad9044b54
4005,TV,Tv Campaign 52,National and local TV ads,2022-06-28,2025-05-11,9d13fdf4de68f392f36e0d791b8cc411fde89ed8eae499d686eba1237f363696
4006,website,Website Campaign 73,Company official website banners,2022-07-15,2025-05-11,f3cc78ce61dbc1533ebd21fcacac13b04834bd63bc2904404b7621a8b78addb2
4007,billboard,Billboard Campaign 81,Outdoor billboard advertisements,2022-10-12,2025-05-11,498c84ba33ce2db13ce5edbc95e7148c4df86b7036342df2a37e171bd2ebe86e
4008,social media,Social media Campaign 90,"Instagram, TikTok, and Facebook campaigns",2023-08-21,2025-05-11,f14c846d2268a5293aaaa4403f8de95f68242becf024fc0ea48b63cd4839083b
4009,vendor,Vendor Campaign 41,External vendor partnerships,2022-05-15,2025-05-11,71fbf3f20f8e1e68de782136e0aaa03a6530b38968ffc64a0e3ae60a2a152033
4010,referral,Referral Campaign 28,Customer referral program,2024-02-03,2025-05-11,dfd9a1da8c2b3d0acbbe454ac8e000e33867d68de70e20611264e209a91b8593
4011,email,Email Campaign 58,Newsletter and promotional emails,2023-02-18,2025-05-11,e1e18b17336c337e09eeec015c15f88254e0acc748dc35b8b9869589940a8b03
4012,email,Email Campaign 94,Newsletter and promotional emails,2023-08-23,2025-05-11,130ba0d83802e4b4528de0365993d866c65d69940f2ccd97fadea970d2928b26
4013,billboard,Billboard Campaign 55,Outdoor billboard advertisements,2022-10-22,2025-05-11,6f5064876c811c9d4f0523677940973a53b856ae9e213841dd26485c59cac31d
4014,vendor,Vendor Campaign 61,External vendor partnerships,2023-07-05,2025-05-11,0a5b5495c7212ea6b4a6b676f3dacbd5bb0d14dd26e75b8601b5771708c32824
4015,social media,Social media Campaign 27,"Instagram, TikTok, and Facebook campaigns",2022-10-06,2025-05-11,4793465b7432f0d3cccfa57698e81bc2fc5bf154366b0f13757b4082833ed193
4016,social media,Social media Campaign 72,"Instagram, TikTok, and Facebook campaigns",2024-03-23,2025-05-11,41904bfe3956007a4374e79ef6c9177ad475f07913a02e8a5204e2a71c998f5f
4017,vendor,Vendor Campaign 85,External vendor partnerships,2023-10-08,2025-05-11,9fd1b4c175e7ff7b556bd490790c949f33ea562281bcaafc51b70307ff58caa5
4018,store,Store Campaign 82,In-store promotions and flyers,2023-06-13,2025-05-11,92d1f07cd45323963d10c8ca058551c178d03264ae231760da112bcdeb2d2791
4019,vendor,Vendor Campaign 22,External vendor partnerships,2022-10-19,2025-05-11,36eddc25934d8293e53720f0da4e34b9fbf0d985d01653125c7426e4af7a6e13
4020,store,Store Campaign 46,In-store promotions and flyers,2023-10-17,2025-05-11,3eda7c7d16453b638ba9e1b6924cb8c907cb6b4947ff39d4f53566d241d32db3
4021,social media,Social media Campaign 94,"Instagram, TikTok, and Facebook campaigns",2024-03-30,2025-05-11,35831ee4de9f45982a987ce7cca0725ab493184427188077b15f4da61bfd3327
4022,email,Email Campaign 18,Newsletter and promotional emails,2023-07-04,2025-05-11,b4fbe966165c983817c8d60227cc50e4af51d6e26f4a49a31aba836041399fd7
4023,billboard,Billboard Campaign 32,Outdoor billboard advertisements,2022-08-23,2025-05-11,c86e3136b81970673017e6034580b5673e7fa8544cb4c87d32381cb3865b903e
