RedemptionID,PromotionID,OrderID,RedemptionDate
RED001674,PROMO0037,ORD009968,2024-12-15
RED001675,PROMO0013,ORD015556,2023-11-29
RED001676,PROMO0028,ORD003031,2024-06-17
RED001677,PROMO0002,ORD002815,2023-07-26
RED001678,PROMO0040,ORD017411,2024-01-06
RED001679,PROMO0017,ORD009726,2024-09-29
RED001680,PROMO0021,ORD003488,2025-03-03
RED001681,PROMO0020,ORD013308,2024-05-05
RED001682,PROMO0026,ORD003495,2024-09-14
RED001683,PROMO0002,ORD014974,2024-12-29
RED001684,PROMO0039,ORD015468,2024-02-14
RED001685,PROMO0036,ORD007359,2023-11-26
RED001686,PROMO0040,ORD012458,2024-07-21
RED001687,PROMO0007,ORD014005,2024-08-24
RED001688,PROMO0020,ORD013274,2024-11-28
RED001689,PROMO0022,ORD014512,2025-01-22
RED001690,PROMO0016,ORD019619,2023-11-13
RED001691,PROMO0008,ORD002672,2024-08-04
RED001692,PROMO0016,ORD003588,2023-11-08
RED001693,PROMO0003,ORD009338,2024-07-13
RED001694,PROMO0005,ORD008758,2023-10-08
RED001695,PROMO0015,ORD016238,2025-02-10
RED001696,PROMO0038,ORD004737,2024-05-25
RED001697,PROMO0021,ORD001658,2024-04-11
RED001698,PROMO0003,ORD001233,2023-05-28
RED001699,PROMO0005,ORD014322,2024-01-05
RED001700,PROMO0024,ORD011358,2025-01-12
RED001701,PROMO0012,ORD017947,2024-08-23
RED001702,PROMO0039,ORD014650,2024-03-05
RED001703,PROMO0016,ORD002152,2023-07-10
RED001704,PROMO0038,ORD002480,2025-02-22
RED001705,PROMO0038,ORD016381,2025-02-08
RED001706,PROMO0015,ORD019828,2024-01-29
RED001707,PROMO0002,ORD013846,2023-10-22
RED001708,PROMO0036,ORD010490,2023-10-21
RED001709,PROMO0020,ORD014776,2025-03-20
RED001710,PROMO0009,ORD006274,2023-12-19
RED001711,PROMO0001,ORD007112,2024-05-14
RED001712,PROMO0004,ORD015816,2023-11-19
RED001713,PROMO0012,ORD016066,2025-01-15
RED001714,PROMO0012,ORD017642,2023-06-09
RED001715,PROMO0019,ORD010067,2024-01-09
RED001716,PROMO0001,ORD019802,2023-11-25
RED001717,PROMO0010,ORD015056,2024-06-02
RED001718,PROMO0004,ORD015075,2024-09-12
RED001719,PROMO0039,ORD012198,2024-12-24
RED001720,PROMO0038,ORD006532,2025-03-23
RED001721,PROMO0019,ORD013411,2024-04-08
RED001722,PROMO0026,ORD007978,2023-10-22
RED001723,PROMO0022,ORD009575,2024-11-12
RED001724,PROMO0038,ORD002244,2023-12-23
RED001725,PROMO0029,ORD009706,2023-08-01
RED001726,PROMO0014,ORD015311,2025-05-14
RED001727,PROMO0033,ORD005090,2025-02-25
RED001728,PROMO0025,ORD005087,2023-10-12
RED001729,PROMO0012,ORD003601,2024-08-28
RED001730,PROMO0023,ORD014621,2023-07-17
RED001731,PROMO0028,ORD013999,2025-01-21
RED001732,PROMO0018,ORD015090,2023-10-10
RED001733,PROMO0036,ORD001691,2024-05-01
RED001734,PROMO0026,ORD009915,2023-09-25
RED001735,PROMO0012,ORD012953,2025-03-10
RED001736,PROMO0012,ORD000873,2024-10-20
RED001737,PROMO0025,ORD011387,2024-06-08
RED001738,PROMO0010,ORD007451,2025-02-01
RED001739,PROMO0031,ORD002251,2023-07-04
RED001740,PROMO0038,ORD018483,2024-08-13
RED001741,PROMO0026,ORD003600,2023-09-17
RED001742,PROMO0012,ORD012481,2023-10-22
RED001743,PROMO0031,ORD013931,2024-04-06
RED001744,PROMO0002,ORD002495,2025-05-01
RED001745,PROMO0015,ORD013304,2024-01-26
RED001746,PROMO0020,ORD004468,2023-11-25
RED001747,PROMO0030,ORD008891,2023-09-19
RED001748,PROMO0017,ORD001060,2024-08-29
RED001749,PROMO0037,ORD008872,2024-10-08
RED001750,PROMO0030,ORD009602,2024-04-18
RED001751,PROMO0006,ORD011416,2023-12-21
RED001752,PROMO0018,ORD003966,2024-05-21
RED001753,PROMO0015,ORD005974,2023-09-21
RED001754,PROMO0011,ORD005571,2024-07-03
RED001755,PROMO0004,ORD006218,2024-04-02
RED001756,PROMO0034,ORD017236,2023-08-09
RED001757,PROMO0011,ORD007464,2025-01-17
RED001758,PROMO0011,ORD013927,2024-12-18
RED001759,PROMO0028,ORD001035,2024-09-07
RED001760,PROMO0040,ORD018769,2024-12-20
RED001761,PROMO0010,ORD014048,2023-11-23
RED001762,PROMO0020,ORD005635,2024-11-04
RED001763,PROMO0025,ORD006031,2025-04-16
RED001764,PROMO0030,ORD016621,2024-05-15
RED001765,PROMO0014,ORD002352,2023-07-24
RED001766,PROMO0009,ORD003523,2024-09-12
RED001767,PROMO0020,ORD008513,2024-11-28
RED001768,PROMO0015,ORD006007,2024-04-09
RED001769,PROMO0028,ORD000097,2023-06-29
RED001770,PROMO0033,ORD014889,2023-09-22
RED001771,PROMO0015,ORD007561,2023-06-11
RED001772,PROMO0040,ORD001095,2024-10-08
RED001773,PROMO0025,ORD003348,2024-11-03
RED001774,PROMO0006,ORD016208,2023-06-08
RED001775,PROMO0023,ORD001633,2023-12-18
RED001776,PROMO0024,ORD009300,2024-03-09
RED001777,PROMO0036,ORD015489,2024-11-29
RED001778,PROMO0037,ORD018351,2024-10-27
RED001779,PROMO0011,ORD007348,2024-03-15
RED001780,PROMO0029,ORD015923,2024-03-30
RED001781,PROMO0020,ORD015324,2024-10-01
RED001782,PROMO0035,ORD012884,2024-12-25
RED001783,PROMO0029,ORD000352,2023-06-05
RED001784,PROMO0028,ORD019462,2024-07-21
RED001785,PROMO0015,ORD016287,2024-10-15
RED001786,PROMO0039,ORD018372,2023-11-23
RED001787,PROMO0010,ORD008807,2025-03-26
RED001788,PROMO0032,ORD014988,2023-07-04
RED001789,PROMO0038,ORD000028,2024-11-30
RED001790,PROMO0010,ORD000718,2024-03-06
RED001791,PROMO0030,ORD016564,2024-09-08
RED001792,PROMO0022,ORD011157,2024-02-28
RED001793,PROMO0021,ORD015514,2023-06-14
RED001794,PROMO0026,ORD013738,2023-10-22
RED001795,PROMO0005,ORD003794,2025-03-05
RED001796,PROMO0020,ORD013581,2024-04-24
RED001797,PROMO0032,ORD019436,2023-08-21
RED001798,PROMO0039,ORD003405,2024-01-02
RED001799,PROMO0039,ORD015321,2025-02-03
RED001800,PROMO0001,ORD009460,2023-09-10
RED001801,PROMO0028,ORD003307,2024-04-02
RED001802,PROMO0001,ORD007824,2024-09-21
RED001803,PROMO0025,ORD018512,2024-06-29
RED001804,PROMO0035,ORD017099,2023-06-28
RED001805,PROMO0033,ORD006645,2024-11-29
RED001806,PROMO0022,ORD011573,2023-05-28
RED001807,PROMO0035,ORD005628,2024-10-05
RED001808,PROMO0031,ORD016295,2025-04-03
RED001809,PROMO0017,ORD018984,2025-03-05
RED001810,PROMO0004,ORD012826,2024-06-20
RED001811,PROMO0005,ORD003414,2024-04-05
RED001812,PROMO0037,ORD007128,2024-08-17
RED001813,PROMO0015,ORD002365,2025-05-17
RED001814,PROMO0024,ORD009070,2024-10-30
RED001815,PROMO0032,ORD012930,2025-05-11
RED001816,PROMO0034,ORD001497,2023-12-08
RED001817,PROMO0012,ORD017619,2024-03-28
RED001818,PROMO0031,ORD000017,2023-10-28
RED001819,PROMO0024,ORD016738,2024-02-16
RED001820,PROMO0020,ORD009809,2023-11-30
RED001821,PROMO0038,ORD014815,2024-07-30
RED001822,PROMO0020,ORD004749,2024-11-21
RED001823,PROMO0009,ORD016909,2023-12-05
RED001824,PROMO0034,ORD000169,2023-06-06
RED001825,PROMO0017,ORD001178,2024-10-31
RED001826,PROMO0012,ORD005543,2024-11-08
RED001827,PROMO0006,ORD013373,2025-02-09
RED001828,PROMO0030,ORD013066,2025-03-06
RED001829,PROMO0008,ORD008317,2024-08-01
RED001830,PROMO0013,ORD007277,2024-06-16
RED001831,PROMO0030,ORD012175,2023-06-27
RED001832,PROMO0024,ORD003319,2023-08-28
RED001833,PROMO0006,ORD017064,2024-05-12
RED001834,PROMO0026,ORD001036,2024-12-13
RED001835,PROMO0014,ORD000372,2024-11-18
RED001836,PROMO0017,ORD018873,2024-04-21
RED001837,PROMO0009,ORD014064,2023-07-30
RED001838,PROMO0023,ORD015848,2023-09-07
RED001839,PROMO0033,ORD008703,2024-09-15
RED001840,PROMO0002,ORD000710,2024-09-04
RED001841,PROMO0038,ORD009407,2025-03-21
RED001842,PROMO0033,ORD009179,2024-01-09
RED001843,PROMO0036,ORD004673,2024-01-27
RED001844,PROMO0020,ORD017857,2024-06-27
RED001845,PROMO0030,ORD013666,2023-12-31
RED001846,PROMO0020,ORD014165,2025-05-08
RED001847,PROMO0027,ORD011781,2024-01-31
RED001848,PROMO0010,ORD014901,2024-10-10
RED001849,PROMO0017,ORD005705,2024-04-20
RED001850,PROMO0021,ORD004848,2024-06-27
RED001851,PROMO0007,ORD017945,2025-02-24
RED001852,PROMO0004,ORD006264,2023-07-26
RED001853,PROMO0012,ORD013000,2024-10-07
RED001854,PROMO0006,ORD001707,2024-01-12
RED001855,PROMO0017,ORD010105,2024-02-18
RED001856,PROMO0024,ORD006622,2024-10-26
RED001857,PROMO0016,ORD017247,2023-11-22
RED001858,PROMO0016,ORD016390,2025-05-21
RED001859,PROMO0018,ORD009077,2024-08-19
RED001860,PROMO0020,ORD016104,2025-03-10
RED001861,PROMO0004,ORD011699,2024-04-24
RED001862,PROMO0018,ORD019633,2023-06-30
RED001863,PROMO0024,ORD013813,2024-01-02
RED001864,PROMO0023,ORD016939,2024-02-05
RED001865,PROMO0031,ORD011208,2025-03-19
RED001866,PROMO0011,ORD013480,2024-01-14
RED001867,PROMO0029,ORD005108,2023-11-12
RED001868,PROMO0023,ORD002438,2023-10-26
RED001869,PROMO0022,ORD004445,2024-07-25
RED001870,PROMO0023,ORD013930,2023-12-28
RED001871,PROMO0023,ORD009135,2023-09-04
RED001872,PROMO0029,ORD007304,2023-07-28
RED001873,PROMO0017,ORD003600,2023-08-31
RED001874,PROMO0013,ORD000867,2025-01-04
RED001875,PROMO0036,ORD009585,2024-12-09
RED001876,PROMO0025,ORD011307,2023-08-31
RED001877,PROMO0017,ORD007468,2024-06-18
RED001878,PROMO0021,ORD018393,2024-07-04
RED001879,PROMO0029,ORD016754,2024-03-26
RED001880,PROMO0031,ORD014825,2023-11-26
RED001881,PROMO0029,ORD014830,2023-08-14
RED001882,PROMO0034,ORD019481,2024-05-13
RED001883,PROMO0008,ORD009970,2025-04-08
RED001884,PROMO0006,ORD012056,2025-04-20
RED001885,PROMO0005,ORD006749,2024-06-26
RED001886,PROMO0014,ORD019969,2024-06-17
RED001887,PROMO0020,ORD005948,2025-04-28
RED001888,PROMO0031,ORD000979,2023-09-12
RED001889,PROMO0040,ORD017505,2024-12-15
RED001890,PROMO0004,ORD014515,2025-01-20
RED001891,PROMO0033,ORD006426,2023-09-07
RED001892,PROMO0013,ORD017397,2023-06-15
RED001893,PROMO0024,ORD010727,2023-11-29
RED001894,PROMO0011,ORD004466,2025-01-04
RED001895,PROMO0007,ORD012446,2024-07-03
RED001896,PROMO0009,ORD015425,2023-12-04
RED001897,PROMO0034,ORD014723,2023-10-14
RED001898,PROMO0028,ORD003738,2023-09-06
RED001899,PROMO0029,ORD000499,2025-01-27
RED001900,PROMO0014,ORD018775,2024-09-14
RED001901,PROMO0036,ORD007600,2023-12-12
RED001902,PROMO0035,ORD007529,2024-09-01
RED001903,PROMO0026,ORD012289,2024-05-14
RED001904,PROMO0033,ORD005329,2024-10-19
RED001905,PROMO0019,ORD015006,2024-01-20
RED001906,PROMO0029,ORD003870,2024-12-09
RED001907,PROMO0010,ORD017337,2024-09-07
RED001908,PROMO0004,ORD018988,2024-10-30
RED001909,PROMO0031,ORD000488,2023-10-07
RED001910,PROMO0030,ORD014716,2024-08-27
RED001911,PROMO0039,ORD010611,2024-12-31
RED001912,PROMO0006,ORD007151,2024-05-04
RED001913,PROMO0010,ORD004723,2025-05-03
RED001914,PROMO0004,ORD011319,2024-02-25
RED001915,PROMO0013,ORD008400,2023-11-30
RED001916,PROMO0039,ORD010086,2024-11-13
RED001917,PROMO0008,ORD007681,2023-08-12
RED001918,PROMO0013,ORD010376,2023-10-13
RED001919,PROMO0007,ORD016284,2025-05-01
RED001920,PROMO0011,ORD013978,2023-06-13
RED001921,PROMO0032,ORD015950,2024-11-12
RED001922,PROMO0001,ORD001086,2023-10-22
RED001923,PROMO0036,ORD018851,2024-05-10
RED001924,PROMO0035,ORD008339,2024-10-12
RED001925,PROMO0018,ORD002734,2024-08-05
RED001926,PROMO0025,ORD004392,2023-06-27
RED001927,PROMO0035,ORD004775,2024-08-16
RED001928,PROMO0013,ORD006032,2023-12-13
RED001929,PROMO0013,ORD002364,2025-04-25
RED001930,PROMO0010,ORD007782,2024-11-11
RED001931,PROMO0025,ORD005412,2024-03-18
RED001932,PROMO0021,ORD007236,2023-06-01
RED001933,PROMO0002,ORD009192,2024-06-06
RED001934,PROMO0028,ORD011403,2023-08-11
RED001935,PROMO0037,ORD007584,2024-02-23
RED001936,PROMO0014,ORD009596,2024-03-19
RED001937,PROMO0005,ORD013235,2024-08-19
RED001938,PROMO0031,ORD008538,2025-01-25
RED001939,PROMO0010,ORD013431,2024-11-24
RED001940,PROMO0001,ORD009049,2025-05-13
RED001941,PROMO0014,ORD002031,2024-10-17
RED001942,PROMO0032,ORD012743,2023-10-02
RED001943,PROMO0032,ORD005398,2024-09-29
RED001944,PROMO0018,ORD017563,2023-10-02
RED001945,PROMO0037,ORD007318,2024-06-16
RED001946,PROMO0031,ORD003411,2023-07-25
RED001947,PROMO0033,ORD018394,2024-07-25
RED001948,PROMO0015,ORD008062,2024-11-25
RED001949,PROMO0012,ORD009456,2024-06-12
RED001950,PROMO0007,ORD008934,2025-02-08
RED001951,PROMO0036,ORD001836,2024-04-28
RED001952,PROMO0031,ORD013129,2024-01-02
RED001953,PROMO0010,ORD005536,2024-03-27
RED001954,PROMO0021,ORD010355,2024-03-30
RED001955,PROMO0012,ORD005948,2025-01-02
RED001956,PROMO0022,ORD005050,2023-07-13
RED001957,PROMO0015,ORD005585,2025-03-06
RED001958,PROMO0003,ORD004829,2024-05-16
RED001959,PROMO0026,ORD002106,2024-07-11
RED001960,PROMO0026,ORD005365,2024-12-07
RED001961,PROMO0023,ORD012985,2025-04-24
RED001962,PROMO0022,ORD015205,2024-08-08
RED001963,PROMO0029,ORD019274,2024-02-29
RED001964,PROMO0022,ORD010030,2023-06-04
RED001965,PROMO0030,ORD012739,2024-11-07
RED001966,PROMO0030,ORD016889,2024-11-20
RED001967,PROMO0024,ORD007645,2025-05-13
RED001968,PROMO0030,ORD009671,2024-06-22
RED001969,PROMO0014,ORD001859,2024-04-12
RED001970,PROMO0003,ORD004673,2024-04-09
RED001971,PROMO0013,ORD018498,2025-01-07
RED001972,PROMO0003,ORD003979,2025-03-12
RED001973,PROMO0034,ORD000432,2025-01-30
RED001974,PROMO0030,ORD014115,2024-06-02
RED001975,PROMO0002,ORD002739,2024-01-26
RED001976,PROMO0010,ORD002796,2024-01-05
RED001977,PROMO0028,ORD008608,2023-07-17
RED001978,PROMO0019,ORD014695,2024-03-21
RED001979,PROMO0027,ORD013798,2024-05-02
RED001980,PROMO0038,ORD000313,2025-05-25
RED001981,PROMO0015,ORD000696,2024-07-22
RED001982,PROMO0034,ORD015570,2025-01-20
RED001983,PROMO0026,ORD008122,2023-07-02
RED001984,PROMO0005,ORD005454,2025-04-17
RED001985,PROMO0020,ORD009910,2023-09-24
RED001986,PROMO0006,ORD006573,2025-03-16
RED001987,PROMO0012,ORD012641,2024-01-04
RED001988,PROMO0006,ORD016930,2023-09-12
RED001989,PROMO0023,ORD012175,2023-10-02
RED001990,PROMO0016,ORD002042,2024-01-07
RED001991,PROMO0024,ORD010116,2024-06-29
RED001992,PROMO0006,ORD008971,2023-11-23
RED001993,PROMO0034,ORD010456,2024-06-07
RED001994,PROMO0022,ORD006957,2023-11-29
RED001995,PROMO0012,ORD011918,2023-12-05
RED001996,PROMO0008,ORD007975,2024-03-02
RED001997,PROMO0028,ORD006159,2023-08-13
RED001998,PROMO0026,ORD004975,2023-06-05
RED001999,PROMO0038,ORD018035,2024-01-20
RED002000,PROMO0018,ORD003378,2024-06-20
